mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_9073,CC(CNC=O)C#N,4.61004,1.06148,0.98633,4.8896,66.33,-0.2693,0.0111,0.2804,1170.8903,0.130041,-379.965648,-379.956752,-379.955807,-380.000072,30.479
gdb_124643,CC(C)Oc1ccn[nH]1,4.11312,0.98174,0.86121,2.928,78.13,-0.2287,0.0296,0.2584,1379.3458,0.159483,-419.22633,-419.2173,-419.216356,-419.261238,33.134
gdb_3076,COCCN1CC1,10.19351,1.06355,1.02267,0.8903,65.71,-0.2335,0.0906,0.3241,1167.7837,0.159106,-326.92799,-326.919817,-326.918873,-326.961037,28.225
gdb_91549,OC1CC2CC12N1CC1,2.86067,1.40644,1.1351,0.4888,79.86,-0.2133,0.0775,0.2907,1142.0451,0.170813,-403.076265,-403.067748,-403.066804,-403.109923,32.959
gdb_82829,OC1C2CN3CC1(O)C23,2.36029,2.00375,1.51458,2.8087,70.34,-0.2046,0.0651,0.2697,930.2924,0.148099,-439.013148,-439.00546,-439.004516,-439.044815,30.689
gdb_89151,CC1CC2(O)C(C)CC12,2.28664,1.39889,1.16122,1.1971,85.28,-0.2398,0.078,0.3177,1223.8563,0.204587,-388.27335,-388.26374,-388.262795,-388.307202,37.39
gdb_89403,CC12CC(O)C(O)C1O2,2.92884,1.43119,1.22106,3.1263,70.21,-0.2485,0.0767,0.3253,1083.6421,0.159455,-460.163886,-460.155669,-460.154725,-460.196093,32.827
gdb_125320,Cc1cn(nn1)CC=O,4.75142,0.86442,0.78173,2.6416,73.11,-0.2552,-0.0493,0.2059,1433.6386,0.123102,-434.076071,-434.067192,-434.066248,-434.111921,30.052
gdb_103560,CC1C(=O)OC1(C)CO,2.46513,1.29573,1.04502,3.1471,71.31,-0.2715,0.0068,0.2783,1211.8999,0.157317,-460.199198,-460.189652,-460.188707,-460.233446,35.124
gdb_133857,CC1C2C3C4=CCC13C24,3.60121,1.65672,1.41282,1.5261,85.67,-0.2014,-0.0515,0.1498,971.536,0.158963,-348.60836,-348.601028,-348.600084,-348.639441,30.453
gdb_66438,CC12C3C4C(C)(N13)C24O,2.51357,1.74183,1.40566,2.4092,75.87,-0.2014,0.0645,0.2658,1011.8435,0.145189,-401.835101,-401.826593,-401.825649,-401.867573,32.876
gdb_54317,NC(=O)C1(CN1)C1CN1,2.58956,1.5027,1.07912,1.5118,72.08,-0.2479,0.0108,0.2587,1120.9244,0.149456,-435.246894,-435.23828,-435.237336,-435.280427,32.494
gdb_47260,C1CN=COC(=O)C1=O,2.44534,1.77621,1.15253,3.5437,64.61,-0.2655,-0.0802,0.1853,1009.1593,0.100782,-473.855975,-473.848235,-473.847291,-473.889065,27.65
gdb_113757,CCC1CC1C(C)C=O,2.78505,0.84534,0.77005,2.8272,87.37,-0.2406,-0.0163,0.2244,1623.1973,0.203167,-388.295915,-388.285154,-388.28421,-388.332809,38.456
gdb_49287,O=CC1=CNCC2CC12,3.08367,1.35138,1.03325,5.6772,83.4,-0.2026,-0.021,0.1816,1152.896,0.150131,-401.969593,-401.961823,-401.960879,-402.001925,30.058
gdb_122993,CCCOCC1(CC1)C,4.36268,0.61385,0.59253,0.7877,91.11,-0.2488,0.0856,0.3344,2048.0725,0.226793,-389.481481,-389.470406,-389.469462,-389.518485,40.069
gdb_55009,NC(=[NH2+])C1NC1C([O-])=O,2.66173,1.62421,1.30825,3.1944,64.45,-0.2522,0.0039,0.2561,989.6993,0.125768,-471.213793,-471.205807,-471.204863,-471.246032,31.085
gdb_115210,CCC1CNC(=O)NC1,4.09342,0.93805,0.7987,4.4068,79.4,-0.2337,0.06,0.2937,1456.5655,0.185094,-420.468784,-420.459506,-420.458562,-420.50313,34.492
gdb_48218,C#CC(C=O)(C=O)C=O,1.71033,1.43623,1.43588,4.0878,66.06,-0.2704,-0.0597,0.2107,1059.6709,0.082908,-456.534296,-456.524574,-456.52363,-456.569987,32.158
gdb_58022,CC([NH3+])C(C#C)C([O-])=O,1.82097,1.6619,0.90264,6.3774,74.06,-0.2513,0.0239,0.2752,1260.3929,0.145784,-439.086209,-439.07659,-439.075646,-439.120848,35.609
gdb_81956,CC1C(O)C(O)C2CN12,2.5033,1.66552,1.26884,2.6569,74.01,-0.2243,0.046,0.2703,1056.9853,0.171867,-440.261369,-440.252921,-440.251977,-440.293827,33.55
gdb_79593,CC1C2C3OC3(C=O)C12,2.2935,1.84698,1.24256,2.6761,72.84,-0.2595,-0.0394,0.2201,1021.4638,0.134345,-421.777366,-421.769325,-421.768381,-421.810051,30.291
gdb_38579,C1C2OC3C4OC2C1C34,2.85224,2.23163,2.05917,1.7706,68.57,-0.2113,0.0749,0.2863,784.4474,0.140022,-421.796409,-421.790882,-421.789937,-421.825926,24.539
gdb_73053,CC12CCC1C2OC=N,3.29189,1.07618,0.96146,3.4676,82.04,-0.2496,0.0233,0.2729,1311.5779,0.170403,-403.119428,-403.110372,-403.109427,-403.153608,33.532
gdb_105818,COC12C(C)C1N1CC21,2.39381,1.53644,1.22391,2.5295,78.93,-0.2182,0.0656,0.2838,1124.8437,0.169545,-403.035007,-403.026128,-403.025184,-403.068494,33.666
gdb_101222,OCC(O)C1CC(=O)C1,4.18337,0.79422,0.70231,2.404,72.53,-0.2485,-0.0255,0.2229,1554.3216,0.157042,-460.161811,-460.152341,-460.151397,-460.196974,34.806
gdb_125763,Cc1c(c(on1)N)C#N,2.0185,1.9077,0.98719,2.648,71.85,-0.2378,-0.0123,0.2255,1115.8583,0.101098,-432.895819,-432.887407,-432.886463,-432.928858,30.47
gdb_64082,CC1(O)COC(=O)C=C1,3.4448,1.23582,1.11902,5.5207,71.54,-0.2645,-0.0542,0.2103,1123.7094,0.135123,-459.003666,-458.995142,-458.994198,-459.036621,32.161
gdb_120695,CCCC1CC1C(N)=O,3.05343,0.82158,0.73449,3.3028,84.38,-0.2436,0.0295,0.273,1654.3812,0.193481,-404.384592,-404.374137,-404.373192,-404.420797,37.931
gdb_39139,C1CC2(CCC3NC23)O1,3.35782,1.39443,1.25672,1.0299,78.06,-0.2309,0.0751,0.3061,1079.3628,0.173297,-403.120438,-403.11279,-403.111845,-403.152871,30.253
gdb_52686,CC#CC(O)C1NC1C,3.41948,0.79222,0.68684,2.4852,85.39,-0.2392,0.0376,0.2767,1700.5211,0.168277,-403.093614,-403.082686,-403.081742,-403.131461,37.747
gdb_106617,CC1C2CC1(CO)OC2,2.36058,1.57313,1.17847,2.4849,77.84,-0.2429,0.0827,0.3255,1133.5806,0.183378,-424.203874,-424.195371,-424.194427,-424.23669,33.545
gdb_90999,CC1OC2C3CC2C1O3,3.54856,1.564,1.522,1.8003,73.67,-0.2263,0.0921,0.3184,960.4824,0.161735,-423.011342,-423.004563,-423.003619,-423.042184,28.328
gdb_14822,O=CN1CCC1C#C,3.32775,1.58225,1.15417,3.9615,69.53,-0.2452,0.0173,0.2625,1005.6162,0.117907,-362.633275,-362.625204,-362.624259,-362.667445,28.051
gdb_9995,N=COC(C=O)C#N,3.46203,1.33108,0.99615,4.1961,58.26,-0.2965,-0.0676,0.2289,1079.8169,0.080813,-414.652829,-414.644441,-414.643496,-414.687322,27.002
gdb_31127,CCc1c([nH]cc1N)C,1.94837,1.65642,0.96404,1.8457,87.39,-0.1692,0.0556,0.2247,1280.194,0.182657,-383.314914,-383.30462,-383.303676,-383.350426,37.655
gdb_2275,N#CCC1CCO1,7.72508,1.54827,1.37752,5.4171,57.89,-0.2643,0.0283,0.2926,848.9641,0.113875,-324.570872,-324.564007,-324.563063,-324.602488,23.646
gdb_77964,OC1C2C(O)C1C2C#N,3.67306,1.20411,1.01972,2.3547,69.91,-0.2654,0.022,0.2875,1129.3085,0.125079,-437.8406,-437.832968,-437.832024,-437.872492,30.007
gdb_86444,CC1CC(C)NC(=O)C1,1.80488,1.5977,0.89498,3.9353,83.57,-0.2331,0.0345,0.2676,1349.5065,0.195451,-404.415617,-404.406348,-404.405403,-404.449504,35.568
gdb_48791,O=CC12CC1OC21CC1,2.88016,1.44534,1.14968,1.9021,74.49,-0.2437,-0.0319,0.2118,1082.2751,0.134169,-421.774112,-421.766174,-421.76523,-421.806543,30.451
gdb_126885,CCN=c1n(nco1)C,3.34829,1.08196,0.83045,1.0897,78.27,-0.2034,0.0048,0.2082,1388.854,0.146761,-435.27289,-435.263307,-435.262363,-435.310974,32.473
gdb_56841,OC(C#N)C1C2CC1C2,3.12848,1.15233,0.9919,3.6468,76.64,-0.2945,0.0117,0.3062,1222.6957,0.148433,-401.898236,-401.890089,-401.889145,-401.931634,30.849
gdb_30215,CC1=CC=C2C(O)CN12,3.44677,1.28942,0.99344,1.7453,81.54,-0.1985,0.035,0.2335,1193.8663,0.148536,-401.952856,-401.94447,-401.943526,-401.986144,31.315
gdb_29310,Cc1c(c[nH]c1C#C)O,3.24775,1.27139,0.91894,0.6368,84.42,-0.1883,0.0017,0.1901,1209.6763,0.122845,-400.758413,-400.749151,-400.748207,-400.792111,34.125
gdb_52869,CC#CC1(CO1)C(N)=O,2.74244,1.0678,0.8434,1.8026,75.1,-0.2437,0.0064,0.2501,1381.4324,0.12177,-437.870938,-437.86121,-437.860266,-437.90688,34.014
gdb_20705,CC1=NC=NOC1=N,3.37835,2.41089,1.41904,1.1967,64.39,-0.2594,-0.0883,0.171,814.56,0.095589,-394.762698,-394.755827,-394.754883,-394.793987,25.004
gdb_13121,COCC1COC1=N,3.59541,1.50375,1.12386,1.9151,65.84,-0.2529,0.0213,0.2742,1044.4146,0.141901,-400.979918,-400.971673,-400.970729,-401.013292,29.009
gdb_69496,CC12CC3OC3(C)C1N2,3.0946,1.47248,1.23198,1.386,77.88,-0.2456,0.0798,0.3254,1094.101,0.171004,-403.131133,-403.122828,-403.121884,-403.163381,32.966
gdb_57509,CC(C)(C)OC(=O)C#N,3.033,1.03085,0.93008,4.765,74.52,-0.305,-0.0633,0.2417,1324.9739,0.144056,-439.133466,-439.123414,-439.12247,-439.168321,36.161
gdb_12687,CC1CCC(C)=C1C,2.78604,1.85176,1.19312,0.1763,85.74,-0.2148,0.0387,0.2534,1093.7869,0.19968,-313.106873,-313.097651,-313.096707,-313.140226,34.478
gdb_36985,C(OC1CC1)C1CCO1,5.74592,0.68735,0.64843,1.2217,79.76,-0.2455,0.0774,0.3228,1765.249,0.18173,-424.176467,-424.167173,-424.166229,-424.212346,33.338
gdb_59321,CC(O)C1OC(=N)C1N,2.72468,1.235,0.93757,3.8623,73.33,-0.2425,0.0194,0.2619,1266.2215,0.158389,-456.332903,-456.323214,-456.32227,-456.367489,35.601
gdb_40253,C1OC11CCCC2OC12,2.7696,1.60526,1.23144,0.7287,74.59,-0.2609,0.0763,0.3372,1054.3628,0.160777,-423.004984,-422.997489,-422.996545,-423.036854,29.918
gdb_77088,CC1C(CC1(C)O)C=O,2.69359,1.05535,0.93036,3.4104,80.35,-0.2441,-0.0204,0.2238,1351.31,0.179397,-424.235379,-424.225325,-424.224381,-424.27021,37.441
gdb_78838,CC1C2C3C2N1C3C=O,3.2677,1.31784,1.11062,3.7388,75.97,-0.2352,-0.0231,0.2121,1122.494,0.147098,-401.876524,-401.86865,-401.867705,-401.909182,30.133
gdb_98912,CNC(=O)CC#CC#N,3.62066,0.70723,0.59605,1.916,82.14,-0.2662,-0.0546,0.2116,1738.7436,0.111449,-416.829629,-416.819876,-416.818932,-416.866231,32.655
gdb_74425,CC1=CC2(C)CC2CC1,2.56745,1.40723,1.05964,0.2862,92.68,-0.2122,0.0295,0.2417,1256.9907,0.206646,-351.176278,-351.16733,-351.166386,-351.209153,35.784
gdb_46463,O=C1OCC2(NC12)C#C,4.05169,1.19732,1.08526,4.7906,69.28,-0.2517,-0.0149,0.2368,1084.8576,0.101077,-436.660104,-436.652648,-436.651704,-436.692109,28.279
gdb_60122,CC(C)CC1C(C)C1O,2.6568,0.95283,0.82762,1.4174,89.33,-0.2429,0.0649,0.3078,1558.4723,0.226879,-389.484743,-389.473658,-389.472713,-389.520814,41.258
gdb_55824,NC(=O)CC1C2COC12,3.62934,1.14573,1.01205,3.9922,71.49,-0.2328,0.0364,0.2692,1187.8445,0.14859,-439.071745,-439.06358,-439.062636,-439.104973,31.157
gdb_121462,OCCN=C1OCC1O,3.6498,0.8154,0.69855,2.7593,72.67,-0.2512,0.0044,0.2556,1587.9161,0.14652,-476.19958,-476.190018,-476.189074,-476.235574,33.351
gdb_73086,CC12CCC=CC1CO2,2.48773,1.70216,1.37829,1.3567,82.83,-0.2371,0.0208,0.2579,1050.6136,0.184144,-387.099221,-387.09115,-387.090206,-387.131449,32.324
gdb_55602,C(C(=O)N)C(=O)NC=O,4.30471,0.81746,0.72752,2.5508,65.72,-0.2553,-0.0489,0.2064,1474.1874,0.111712,-491.166242,-491.157061,-491.156117,-491.201866,31.813
gdb_129073,[NH2+]=C1C=N[N-]C=C1C=O,3.27508,1.49076,1.02445,3.3081,74.6,-0.2361,-0.0834,0.1527,1062.415,0.102617,-432.905951,-432.898618,-432.897674,-432.937646,27.713
gdb_31304,COc1cc[nH]c1C#N,2.30579,1.55389,0.93383,5.554,78.07,-0.2134,-0.014,0.1994,1187.2725,0.114029,-416.848734,-416.840529,-416.839585,-416.8819,29.793
gdb_48734,O=CC12CC1C1CCN21,4.08686,1.26791,1.16529,3.3847,77.08,-0.2306,-0.0289,0.2017,1085.8631,0.148169,-401.888977,-401.881531,-401.880587,-401.920817,29.281
gdb_7540,CC1CC1(O)CCO,4.78621,0.99493,0.95082,0.5147,71.65,-0.2503,0.0676,0.3179,1294.9376,0.174775,-386.12183,-386.112174,-386.11123,-386.156063,35.23
gdb_83971,CC1C2CCOC2C1=O,2.35204,1.73253,1.29286,3.4385,74.15,-0.2259,-0.0299,0.1961,1044.6961,0.160003,-423.038563,-423.030436,-423.029491,-423.071538,30.861
gdb_92016,CC1CC2NC2C2NC12,2.81037,1.5835,1.19974,2.3591,81.6,-0.2264,0.0661,0.2925,1099.4402,0.185868,-383.232195,-383.224445,-383.2235,-383.264046,31.752
gdb_10480,CC#CC1(CN1)C=O,3.01153,1.39142,1.02773,3.3294,72.21,-0.2411,-0.0253,0.2159,1143.3069,0.116569,-362.619183,-362.610423,-362.609478,-362.653927,29.771
gdb_11942,CC12CCC1(N2)C=O,3.21069,1.78056,1.47128,3.2641,70.62,-0.245,-0.0268,0.2183,915.589,0.14151,-363.842716,-363.834943,-363.833999,-363.874654,29.042
gdb_19468,O=CN1C2CC1CC2,3.87939,1.82797,1.75117,3.8059,68.69,-0.2395,0.016,0.2556,824.4635,0.144798,-363.866902,-363.860365,-363.85942,-363.897659,25.509
gdb_123389,C#CCOc1cnoc1,7.60315,0.7679,0.70053,3.4827,70.21,-0.2406,-0.0137,0.2269,1488.101,0.099612,-436.616662,-436.608666,-436.607722,-436.650155,28.688
gdb_90920,CC1OC2C3CCC12O3,3.33608,1.47045,1.36968,0.8023,75.89,-0.244,0.0322,0.2763,1023.0242,0.159227,-422.896764,-422.889259,-422.888314,-422.92825,30.572
gdb_99567,NC(C#N)C(CO)C#C,2.26076,1.15243,0.89692,3.6211,74.76,-0.2689,0.0133,0.2822,1308.2879,0.134259,-417.966614,-417.95649,-417.955546,-418.001896,36.094
gdb_19102,O=C1C2C3C4C3C1C24,5.17517,2.14686,2.05142,3.1176,63.21,-0.225,-0.0087,0.2163,683.2132,0.108891,-345.339018,-345.333727,-345.332783,-345.36825,21.915
gdb_113293,CCC1CC1(C=O)C=O,2.05843,1.30321,0.90997,0.8092,78.98,-0.2533,-0.0448,0.2085,1324.924,0.156396,-423.044525,-423.0348,-423.033856,-423.079294,34.741
gdb_47276,C1C(=O)C(=O)C(=O)CO1,2.29184,1.80639,1.0721,4.1496,58.96,-0.2531,-0.1311,0.122,1032.5198,0.087404,-493.713172,-493.705314,-493.70437,-493.746772,27.731
gdb_129816,NC1=CC(=N)ON=C1N,3.16512,1.42978,0.98852,5.465,76.03,-0.2094,-0.0469,0.1625,1123.4499,0.11445,-450.115604,-450.10777,-450.106826,-450.14771,30.696
gdb_15315,N=COC1CC1C=O,3.12974,1.40641,1.05341,3.444,65.32,-0.2539,-0.0298,0.224,1083.521,0.117012,-399.783905,-399.775764,-399.77482,-399.817649,28.125
gdb_49799,N=CN1C=CCOC1=O,3.13063,1.5189,1.05678,5.7134,71.92,-0.2357,-0.0105,0.2252,1077.079,0.113564,-453.978641,-453.970779,-453.969835,-454.011811,28.375
gdb_131065,c1c(non1)CNC=O,3.97383,1.07521,0.90476,4.0223,63.3,-0.275,-0.0466,0.2283,1206.4086,0.101609,-469.986304,-469.978472,-469.977528,-470.019968,27.26
gdb_20530,CC(=O)n1cnnn1,5.1065,1.73855,1.30739,3.2453,56.53,-0.3003,-0.0796,0.2207,851.9087,0.083785,-410.84593,-410.839094,-410.83815,-410.877538,23.534
gdb_992,c1c(c(c[nH]1)O)N,4.0274,3.14161,1.78163,3.1268,55.54,-0.1829,0.0472,0.23,664.0796,0.103814,-340.655117,-340.648528,-340.647584,-340.68519,24.948
gdb_25310,C#Cc1cc[nH]c1C=O,2.32545,1.57264,0.93818,2.5853,83.76,-0.2298,-0.0588,0.171,1156.7236,0.101486,-399.577985,-399.570234,-399.56929,-399.610373,29.046
gdb_84700,OC1C=CC2COC1O2,2.94237,1.73058,1.46349,2.4811,67.85,-0.248,-0.0028,0.2452,931.0118,0.138452,-458.966321,-458.959341,-458.958397,-458.997543,28.027
gdb_33261,CCCCn1ccnc1,5.29699,0.67437,0.6525,4.205,84.81,-0.219,0.0345,0.2535,1794.3731,0.184186,-383.315517,-383.306261,-383.305316,-383.351021,33.386
gdb_27443,NC1=NC(=N)N=CC=C1,2.5785,1.74428,1.17606,5.8366,78.1,-0.2371,-0.0783,0.1587,1023.4169,0.115209,-413.010647,-413.003206,-413.002262,-413.042419,28.906
gdb_42658,O=C1C2C3OC1C=CC23,2.71001,2.00133,1.82536,2.8674,67.96,-0.2229,-0.0368,0.1861,823.674,0.115059,-420.634643,-420.628627,-420.627683,-420.664789,25.226
gdb_98636,CCC(=O)C1CC(=O)O1,3.38952,0.9859,0.85596,1.3021,69.01,-0.2624,-0.0352,0.2272,1357.8222,0.133665,-459.010662,-459.00156,-459.000615,-459.046078,31.905
gdb_70326,CC12CC1CC1CC21C,2.11457,1.96254,1.32685,0.3316,88.07,-0.2324,0.0859,0.3182,1092.1037,0.206625,-351.146756,-351.138185,-351.137241,-351.179053,35.295
gdb_31742,COc1cc(c[nH]1)CO,4.76945,0.85889,0.74266,2.7618,76.06,-0.1838,0.0542,0.238,1498.2059,0.147788,-439.101967,-439.092737,-439.091793,-439.136389,33.553
gdb_8212,CC12COCC1(C)O2,2.75715,2.41757,1.58942,2.5495,67.52,-0.2486,0.0812,0.3298,865.7479,0.152621,-384.939056,-384.931046,-384.930102,-384.970927,30.059
gdb_128397,CNC=[NH+]C1=NC=N[N-]1,6.89523,0.75016,0.67946,12.1839,87.67,-0.1862,-0.0522,0.134,1600.7229,0.126535,-430.234322,-430.225661,-430.224717,-430.269135,29.711
gdb_82276,CN1C2CC2N=C1C=O,3.15001,1.45717,1.08462,3.0121,77.56,-0.2157,-0.0643,0.1515,1098.1463,0.136218,-418.007742,-417.999508,-417.998564,-418.04121,30.114
gdb_91872,CC1CC2CN2C(=O)C1,2.62829,1.50158,1.06364,3.7667,79.38,-0.2393,0.0083,0.2476,1167.7473,0.172373,-403.170368,-403.16214,-403.161195,-403.20325,31.977
gdb_40898,C1CC2(C1)C1CCCC21,3.25302,1.24319,1.20802,0.066,89.02,-0.2469,0.083,0.3299,1189.2084,0.208586,-351.149945,-351.141817,-351.140873,-351.182892,32.511
gdb_53674,CC#CCNC1COC1,2.82377,0.87716,0.69577,2.0298,82.93,-0.2277,0.0441,0.2719,1629.6823,0.169886,-403.085171,-403.075022,-403.074078,-403.122586,34.845
gdb_81680,OC1C2CC1OC(=O)O2,3.8538,1.3479,1.2685,5.1011,60.74,-0.2809,0.0309,0.3118,987.3291,0.11349,-494.917105,-494.910104,-494.90916,-494.94845,27.375
gdb_24652,c1cncnc1N2CC2,4.56515,1.22901,1.0085,3.1087,79.62,-0.2392,-0.0253,0.2139,1140.7748,0.127505,-396.956806,-396.949709,-396.948765,-396.988833,26.68
gdb_12425,C1C=CC=CNC1=O,3.60373,2.07497,1.42564,2.8842,71.1,-0.2142,-0.0244,0.1898,846.275,0.121683,-362.715676,-362.70909,-362.708146,-362.74632,25.63
gdb_72382,CC12NC=NC3C1OC23,2.85771,2.1006,1.40484,3.7117,71.55,-0.2236,0.0191,0.2427,909.7676,0.137229,-417.955167,-417.94791,-417.946966,-417.986509,28.916
gdb_50925,O=COC(C#C)C1CC1,2.15994,1.17153,0.80125,4.0847,76.34,-0.2759,-0.0005,0.2754,1397.0832,0.132941,-421.792039,-421.782585,-421.781641,-421.827823,33.269
gdb_132904,CC1=COC(=N)C=C1F,3.09444,1.3681,0.95427,3.5028,74.64,-0.2145,-0.0439,0.1705,1153.7514,0.112118,-461.949948,-461.94213,-461.941186,-461.982356,29.446
gdb_35094,N#CC1C=CC2OCC12,3.08387,1.49366,1.17195,3.7029,72.72,-0.2593,-0.0168,0.2425,1030.0333,0.126389,-400.74821,-400.741002,-400.740058,-400.780241,27.335
gdb_43788,O=C1OC2(CC1C2)C#N,3.85624,1.32013,1.15895,4.4227,66.6,-0.2884,-0.0131,0.2753,1019.7111,0.102323,-436.708085,-436.701292,-436.700348,-436.739381,26.321
gdb_114235,CCC1CC2(CC2C)C1,3.5943,0.82991,0.76584,0.1353,94.4,-0.25,0.0884,0.3384,1658.0743,0.228068,-352.344765,-352.334621,-352.333677,-352.380119,38.546
gdb_19658,CC1C2CC3CC2C13,4.19293,1.96387,1.85393,0.1465,77.88,-0.2669,0.0943,0.3612,831.9621,0.180294,-311.841396,-311.834992,-311.834048,-311.87148,27.102
gdb_41747,C1CC2C3OCCN2C13,3.53179,1.58691,1.45997,0.3894,77.65,-0.2077,0.088,0.2957,977.9785,0.175294,-403.116169,-403.109537,-403.108593,-403.146763,28.15
gdb_95403,CC1OCC=C(C)C1C,2.26311,1.49414,1.06272,1.2155,88.28,-0.2321,0.0294,0.2615,1252.8385,0.205333,-388.313774,-388.304128,-388.303184,-388.347558,37.036
gdb_63931,CC1(C)CC2CCC12O,2.31416,1.5369,1.38544,1.2323,84.81,-0.2356,0.0711,0.3066,1117.7566,0.204659,-388.273843,-388.264464,-388.26352,-388.307336,37.376
gdb_38253,C1C2CC3CCCC13O2,3.06274,1.69807,1.38823,1.6882,80.48,-0.2372,0.0803,0.3175,1006.1184,0.18639,-387.0791,-387.072081,-387.071137,-387.110458,29.53
gdb_99397,C(C=O)OCC(=O)CO,3.21139,0.71281,0.63238,2.3906,66.28,-0.2689,-0.0457,0.2232,1703.9156,0.131007,-496.096902,-496.086659,-496.085715,-496.134585,34.071
gdb_101862,CC(CO)COCC#N,5.40987,0.56206,0.53283,5.6348,77.52,-0.2745,0.0097,0.2842,2013.516,0.168095,-440.278261,-440.267382,-440.266438,-440.315545,37.082
gdb_51612,N=COC1CC2(CN2)C1,6.50491,0.71996,0.70529,4.0209,80.0,-0.248,0.0227,0.2707,1612.3895,0.159089,-419.161586,-419.152792,-419.151848,-419.196425,32.294
gdb_96528,NC1CCOCOC1=O,2.41823,1.61066,1.12156,2.3729,67.95,-0.2487,0.0063,0.2549,1095.5034,0.149167,-476.240068,-476.231438,-476.230493,-476.273695,31.551
gdb_78520,CN1C2C3(C)CC2(O)C13,2.43297,1.80494,1.20171,1.8024,80.45,-0.2027,0.0758,0.2785,1086.2735,0.169237,-403.055118,-403.046451,-403.045507,-403.087549,34.25
gdb_77288,OC1C(OC=N)C1C=O,3.13578,1.1204,0.99594,4.7568,67.78,-0.2435,-0.0191,0.2244,1199.5366,0.122698,-475.002078,-474.993353,-474.992408,-475.036187,31.228
gdb_6777,CCOCCC(=O)C,7.17518,0.7035,0.65366,1.6842,73.41,-0.2459,-0.0112,0.2347,1740.1457,0.173289,-386.161004,-386.150658,-386.149714,-386.197914,34.639
gdb_63547,CC1(O)CC11OC2CC12,2.99235,1.37254,1.26237,1.2327,76.19,-0.2246,0.0701,0.2947,1090.6674,0.156877,-422.960179,-422.951564,-422.95062,-422.992944,33.773
gdb_10981,CC1C2OC1(C)C=C2,2.95352,2.45845,1.7667,1.6941,71.42,-0.2314,0.0051,0.2365,823.2794,0.153105,-347.766873,-347.75952,-347.758576,-347.797763,29.441
gdb_31331,COc1c(ocn1)C=O,2.94411,1.31496,0.91423,4.2719,70.35,-0.2412,-0.0585,0.1827,1194.0089,0.100799,-473.855794,-473.847741,-473.846797,-473.889155,27.797
gdb_58656,CC(C)C1(OC1C)C#N,1.87581,1.46172,1.13492,4.1842,79.86,-0.2915,0.0076,0.2991,1227.0558,0.167929,-403.155588,-403.145294,-403.14435,-403.190758,37.119
gdb_1754,COCC1(C)CN1,5.07931,1.70906,1.44845,2.4831,64.79,-0.2347,0.0813,0.316,901.8656,0.159133,-326.942959,-326.934751,-326.933807,-326.975337,29.251
gdb_111059,CCC1C2CC1(CO)O2,3.39279,1.01029,0.90889,2.3383,78.9,-0.2407,0.0705,0.3113,1378.2413,0.181476,-424.157063,-424.147809,-424.146864,-424.191433,34.872
gdb_24824,C#Cc1c[nH]cnc1=O,3.13636,1.51885,1.0233,7.2721,77.25,-0.2318,-0.0497,0.182,1064.2254,0.090406,-415.629875,-415.622442,-415.621498,-415.662001,27.902
gdb_92113,OC1CC2CC3(O)C2C13,2.65341,1.68233,1.40012,2.1582,74.15,-0.2306,0.0761,0.3067,993.1243,0.160507,-422.999333,-422.99172,-422.990776,-423.030882,31.367
gdb_11311,CC1CCC(C=O)=C1,5.11925,1.21863,1.03463,3.4963,77.51,-0.2467,-0.0532,0.1935,1141.2469,0.153961,-347.841369,-347.833415,-347.832471,-347.873832,29.311
gdb_5629,c1c(c(c[nH]1)N)CO,3.23236,1.79168,1.16364,1.1702,67.49,-0.176,0.061,0.237,985.5229,0.13153,-379.938743,-379.930341,-379.929397,-379.972246,30.449
gdb_82170,CC12OC1C(O)C1OC21,2.95313,1.66535,1.31756,3.4748,66.32,-0.2511,0.0487,0.2998,987.7309,0.135186,-458.923854,-458.91611,-458.915166,-458.955756,30.326
gdb_59065,CC(C)C1C(C#N)N1C,2.09486,1.37243,1.03811,3.0685,83.47,-0.2454,0.0146,0.26,1266.1662,0.180741,-383.260771,-383.250517,-383.249573,-383.29587,37.229
gdb_70822,CC12OC3(C)C1CC23C,2.23296,1.69201,1.50582,1.5524,83.13,-0.2215,0.0861,0.3076,1060.9732,0.179912,-387.028793,-387.019675,-387.018731,-387.061685,35.546
gdb_69444,CC12COC(C#N)C1N2,4.00901,1.18559,1.03378,4.7671,72.78,-0.2673,0.0091,0.2764,1157.3582,0.136822,-417.999159,-417.991087,-417.990143,-418.031795,30.274
gdb_52301,N=COCC1COC=N1,5.11387,0.80107,0.74156,1.8046,71.51,-0.2541,0.0073,0.2614,1486.5905,0.136906,-455.147877,-455.139304,-455.13836,-455.183088,29.591
gdb_85209,CC1NC(=O)C1CC=O,2.4704,1.14316,0.83574,5.2299,73.6,-0.2462,-0.0219,0.2243,1352.7044,0.145853,-439.119619,-439.110177,-439.109233,-439.15491,33.278
gdb_39881,C1NC11C2CC3CN2C13,3.90073,1.53314,1.4149,2.6925,79.13,-0.2258,0.0774,0.3032,974.4804,0.162761,-381.97948,-381.972979,-381.972034,-382.010044,27.704
gdb_10991,CC1C2CC1(O)CO2,2.8476,2.34663,1.71722,1.3634,66.88,-0.2371,0.0598,0.2969,829.8584,0.154093,-384.914409,-384.90701,-384.906066,-384.945505,29.257
